,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
167,SPY260605P00717000,2026-05-22 20:01:54+00:00,717.0,1.4,1.34,1.36,-0.38,-21.348314,942.0,1780,0.16742775939941407,False,REGULAR,USD
168,SPY260605P00718000,2026-05-22 19:28:22+00:00,718.0,1.48,1.41,1.43,-0.47000003,-24.102566,674.0,1489,0.16559672302246098,False,REGULAR,USD
169,SPY260605P00719000,2026-05-22 20:02:14+00:00,719.0,1.55,1.48,1.51,-0.48000002,-23.645323,351.0,4989,0.16394879028320314,False,REGULAR,USD
170,SPY260605P00720000,2026-05-22 20:14:30+00:00,720.0,1.56,1.56,1.59,-0.54999995,-26.06635,2509.0,7773,0.16211775390625,False,REGULAR,USD
171,SPY260605P00721000,2026-05-22 20:13:25+00:00,721.0,1.66,1.65,1.67,-0.56000006,-25.225227,415.0,1666,0.1601646484375,False,REGULAR,USD
172,SPY260605P00722000,2026-05-22 20:00:50+00:00,722.0,1.83,1.74,1.76,-0.5500001,-23.109245,15656.0,15141,0.1583946466064453,False,REGULAR,USD
173,SPY260605P00723000,2026-05-22 20:05:43+00:00,723.0,1.87,1.83,1.86,-0.61,-24.596775,222.0,1673,0.15668567932128907,False,REGULAR,USD
174,SPY260605P00724000,2026-05-22 20:05:20+00:00,724.0,1.98,1.94,1.97,-0.72,-26.666668,353.0,1766,0.1550987811279297,False,REGULAR,USD
175,SPY260605P00725000,2026-05-22 20:13:20+00:00,725.0,2.09,2.05,2.08,-0.6600001,-24.000002,4116.0,57142,0.15335929656982422,False,REGULAR,USD
176,SPY260605P00726000,2026-05-22 20:12:52+00:00,726.0,2.22,2.17,2.2,-0.6600001,-22.916668,610.0,1018,0.1516808465576172,False,REGULAR,USD
177,SPY260605P00727000,2026-05-22 20:04:23+00:00,727.0,2.38,2.29,2.32,-0.8299999,-25.856695,304.0,2919,0.14978877563476564,False,REGULAR,USD
178,SPY260605P00728000,2026-05-22 20:05:01+00:00,728.0,2.51,2.43,2.46,-0.74,-22.76923,321.0,1358,0.14820187744140628,False,REGULAR,USD
179,SPY260605P00729000,2026-05-22 19:53:49+00:00,729.0,2.71,2.57,2.6,-0.69000006,-20.294119,219.0,1064,0.14643187561035154,False,REGULAR,USD
180,SPY260605P00730000,2026-05-22 20:14:54+00:00,730.0,2.74,2.73,2.76,-0.8799999,-24.30939,3024.0,16633,0.14490601196289063,False,REGULAR,USD
181,SPY260605P00731000,2026-05-22 20:13:26+00:00,731.0,2.91,2.89,2.92,-0.89999986,-23.622044,192.0,1384,0.14313601013183597,False,REGULAR,USD
182,SPY260605P00732000,2026-05-22 20:13:26+00:00,732.0,3.09,3.06,3.09,-1.05,-25.362318,304.0,1692,0.14136600830078128,False,REGULAR,USD
183,SPY260605P00733000,2026-05-22 19:24:59+00:00,733.0,3.33,3.25,3.28,-0.97000027,-22.558146,1039.0,1189,0.13980962738037112,False,REGULAR,USD
184,SPY260605P00734000,2026-05-22 20:14:47+00:00,734.0,3.48,3.44,3.48,-1.06,-23.348017,691.0,1450,0.1381922119140625,False,REGULAR,USD
185,SPY260605P00735000,2026-05-22 20:14:25+00:00,735.0,3.68,3.65,3.68,-1.1400001,-23.651453,7535.0,7045,0.1363306582641602,False,REGULAR,USD
186,SPY260605P00736000,2026-05-22 20:09:53+00:00,736.0,3.95,3.87,3.91,-1.2299998,-23.74517,537.0,1063,0.13480479461669925,False,REGULAR,USD
187,SPY260605P00737000,2026-05-22 20:07:32+00:00,737.0,4.25,4.11,4.14,-1.0100002,-19.201525,952.0,3050,0.1330042755126953,False,REGULAR,USD
188,SPY260605P00738000,2026-05-22 20:11:45+00:00,738.0,4.44,4.36,4.39,-1.1599998,-20.714283,530.0,1663,0.13129530822753904,False,REGULAR,USD
189,SPY260605P00739000,2026-05-22 20:09:53+00:00,739.0,4.73,4.62,4.66,-1.29,-21.42857,422.0,1044,0.12964737548828126,False,REGULAR,USD
190,SPY260605P00740000,2026-05-22 20:14:28+00:00,740.0,4.93,4.91,4.95,-1.3500004,-21.49682,4157.0,4390,0.12806047729492187,False,REGULAR,USD
191,SPY260605P00741000,2026-05-22 19:57:13+00:00,741.0,5.3,5.21,5.25,-1.3999996,-20.895517,475.0,894,0.1263820272827148,False,REGULAR,USD
192,SPY260605P00742000,2026-05-22 20:07:32+00:00,742.0,5.67,5.53,5.57,-1.3800001,-19.574469,770.0,827,0.1247035772705078,False,REGULAR,USD
193,SPY260605P00743000,2026-05-22 20:09:34+00:00,743.0,6.0,5.87,5.91,-1.4200001,-19.137468,545.0,567,0.12302512725830078,False,REGULAR,USD
194,SPY260605P00744000,2026-05-22 20:13:16+00:00,744.0,6.31,6.23,6.27,-1.6700001,-20.927319,888.0,470,0.12134667724609374,False,REGULAR,USD
195,SPY260605P00745000,2026-05-22 20:11:59+00:00,745.0,6.76,6.61,6.65,-1.5299997,-18.455967,4130.0,1606,0.11963770996093749,False,REGULAR,USD
196,SPY260605P00746000,2026-05-22 20:14:52+00:00,746.0,7.06,7.02,7.06,-1.9100003,-21.293201,1288.0,832,0.11808132904052734,True,REGULAR,USD
197,SPY260605P00747000,2026-05-22 20:14:58+00:00,747.0,7.46,7.45,7.49,-2.88,-27.853,2597.0,491,0.11643339630126953,True,REGULAR,USD
198,SPY260605P00748000,2026-05-22 20:14:20+00:00,748.0,7.95,7.9,7.94,-3.0500002,-27.727274,1245.0,316,0.1147549462890625,True,REGULAR,USD
199,SPY260605P00749000,2026-05-22 19:59:26+00:00,749.0,8.35,8.37,8.42,-2.5,-23.041473,529.0,123,0.1131375308227539,True,REGULAR,USD
200,SPY260605P00750000,2026-05-22 20:12:43+00:00,750.0,9.0,8.78,9.02,-1.9300003,-17.657825,1081.0,251,0.11319856536865235,True,REGULAR,USD
201,SPY260605P00751000,2026-05-22 19:49:29+00:00,751.0,10.03,9.32,9.7,-1.6400003,-14.05313,134.0,35,0.11429718719482423,True,REGULAR,USD
202,SPY260605P00752000,2026-05-22 19:46:58+00:00,752.0,10.62,9.87,10.18,-1.4300003,-11.867222,139.0,29,0.11133701171874999,True,REGULAR,USD
203,SPY260605P00753000,2026-05-22 19:46:01+00:00,753.0,11.0,10.5,10.75,-3.67,-25.01704,53.0,105,0.10950597534179687,True,REGULAR,USD
204,SPY260605P00754000,2026-05-22 18:04:32+00:00,754.0,10.38,11.0,11.46,-3.2399998,-23.788544,41.0,15,0.1098721826171875,True,REGULAR,USD
205,SPY260605P00755000,2026-05-22 20:01:35+00:00,755.0,12.3,11.69,11.96,-1.9899998,-13.92582,799.0,70,0.10556924713134765,True,REGULAR,USD
206,SPY260605P00756000,2026-05-22 18:04:28+00:00,756.0,11.62,12.33,12.77,-3.37,-22.481655,4.0,22,0.10703407623291016,True,REGULAR,USD
207,SPY260605P00757000,2026-05-22 18:04:28+00:00,757.0,12.3,12.95,13.46,-3.2799997,-21.05263,26.0,28,0.10553872985839843,True,REGULAR,USD
208,SPY260605P00758000,2026-05-22 16:38:19+00:00,758.0,13.02,13.57,14.17,-3.4699993,-21.043053,1.0,3,0.10389079711914062,True,REGULAR,USD
209,SPY260605P00759000,2026-05-22 19:01:55+00:00,759.0,13.89,14.43,14.81,-3.3599997,-19.478258,14.0,5,0.0997709652709961,True,REGULAR,USD
210,SPY260605P00760000,2026-05-22 20:15:00+00:00,760.0,15.39,15.18,15.58,-3.0299997,-16.449509,45.0,51,0.0981535498046875,True,REGULAR,USD
211,SPY260605P00762000,2026-05-21 15:10:22+00:00,762.0,25.0,16.66,17.28,0.0,0.0,2.0,3,0.0976652734375,True,REGULAR,USD
212,SPY260605P00763000,2026-05-22 13:47:26+00:00,763.0,16.71,17.48,18.11,-6.7400017,-28.74201,1.0,2,0.09583423706054689,True,REGULAR,USD
213,SPY260605P00764000,2026-05-22 16:08:12+00:00,764.0,17.39,18.34,18.97,-6.8900013,-28.37727,1.0,0,0.09436940795898438,True,REGULAR,USD
214,SPY260605P00765000,2026-05-22 19:25:07+00:00,765.0,19.47,19.26,19.78,-5.800001,-22.952122,2.0,19,0.08948664428710937,True,REGULAR,USD
215,SPY260605P00767000,2026-05-15 13:44:24+00:00,767.0,28.54,20.0,22.71,0.0,0.0,2.0,0,0.13172255004882813,True,REGULAR,USD
216,SPY260605P00770000,2026-05-22 14:58:08+00:00,770.0,23.58,22.75,25.53,-5.09,-17.75375,194.0,13,0.13794807373046875,True,REGULAR,USD
217,SPY260605P00775000,2026-05-22 17:06:51+00:00,775.0,28.67,27.64,30.43,-9.83,-25.532467,10.0,0,0.1534508483886719,True,REGULAR,USD
218,SPY260605P00780000,2026-05-22 13:31:54+00:00,780.0,33.24,32.63,35.43,-9.149998,-21.585274,2.0,2,0.17176121215820314,True,REGULAR,USD
219,SPY260605P00790000,2026-05-11 17:40:56+00:00,790.0,49.8,42.63,45.42,0.0,0.0,,0,0.2063067651367187,True,REGULAR,USD
220,SPY260605P00800000,2026-05-21 17:17:06+00:00,800.0,57.81,52.63,55.42,0.0,0.0,2.0,0,0.23963162719726558,True,REGULAR,USD
221,SPY260605P00835000,2026-04-28 16:56:31+00:00,835.0,124.77,87.63,90.42,0.0,0.0,,0,0.34680828979492184,True,REGULAR,USD
222,SPY260605P00845000,2026-04-28 16:56:31+00:00,845.0,134.79,97.63,100.42,0.0,0.0,,0,0.3753724572753906,True,REGULAR,USD
